,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales Price,Quantity,Discount,Profit,Order ID Year,Days to Ship,Customer Name Masked,Original Price,Total Revenue,Total Profit,Discount Price,Total Discount,Shipping Urgency,Days Last Order,Overall Revenue Generated,Overall Quantity Sold,Overall Discount Given,Ship Category,Discounted Price
4926,9809,CA-2017-145093,2017-07-21,2017-07-26,Standard Class,PT-19090,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",2.112,2,0.8,-3.3792,2017,5,PT,10.560000000000002,4.224,-6.7584,8.448000000000002,16.896000000000004,Standard,2826,320.02799999999996,12,2.0,1-5 Days,2.112
4927,9810,US-2014-139640,2014-07-11,2014-11-11,Second Class,TB-21595,Consumer,United States,Portland,Oregon,97206,West,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,25.92,5,0.2,9.072,2014,123,TB,32.4,129.60000000000002,45.36,6.48,32.400000000000006,Standard,3040,5530.4349999999995,21,1.3,31+ Days,25.919999999999998
4928,9812,CA-2016-117583,2016-11-27,2016-11-30,First Class,CB-12025,Consumer,United States,East Orange,New Jersey,07017,East,OFF-PA-10001246,Office Supplies,Paper,Xerox 215,25.92,4,0.0,12.4416,2016,3,CB,25.92,103.68,49.7664,0.0,0.0,Urgent,2802,15107.978,47,1.6,1-5 Days,25.92
4929,9816,CA-2015-162201,2015-08-06,2015-12-06,Standard Class,AG-10495,Corporate,United States,Saint Petersburg,Florida,33710,South,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,173.488,7,0.2,54.215,2015,122,AG,216.85999999999999,1214.416,379.505,43.372,303.604,Standard,2833,7176.335999999999,39,1.2000000000000002,31+ Days,173.488
4930,9823,US-2014-164406,2014-08-15,2014-08-19,Standard Class,BD-11605,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,152.91,3,0.0,42.8148,2014,4,BD,152.91,458.73,128.4444,0.0,0.0,Standard,2852,9121.286,27,0.5,1-5 Days,152.91
4931,9828,CA-2017-169999,2017-06-19,2017-06-26,Standard Class,JS-15685,Corporate,United States,New York City,New York,10035,East,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,129.3,2,0.0,6.465,2017,7,JS,129.3,258.6,12.93,0.0,0.0,Standard,2797,1400.052,12,0.6000000000000001,6-30 Days,129.3
4932,9830,US-2017-152842,2017-07-16,2017-07-23,Standard Class,NF-18385,Consumer,United States,Charlotte,North Carolina,28205,South,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",242.352,3,0.2,15.147,2017,7,NF,302.94,727.056,45.441,60.588,181.764,Standard,2775,21312.94,23,1.8,6-30 Days,242.352
4934,9833,CA-2014-133963,2014-05-18,2014-05-22,Second Class,GA-14515,Consumer,United States,Dallas,Texas,75220,Central,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,3.984,1,0.2,1.4442,2014,4,GA,4.9799999999999995,3.984,1.4442,0.996,0.996,Standard,2944,5624.88,29,0.6000000000000001,1-5 Days,3.9839999999999995
4936,9835,CA-2016-126627,2016-10-10,2016-12-10,First Class,WB-21850,Consumer,United States,La Porte,Texas,77571,Central,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",14.0,4,0.6,-6.3,2016,61,WB,35.0,56.0,-25.2,21.0,84.0,Standard,2804,12795.66,40,3.6,31+ Days,14.0
4937,9837,US-2016-125402,2016-09-25,2016-09-25,Standard Class,DL-12865,Consumer,United States,Long Beach,California,90805,West,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",10.9,5,0.0,5.123,2016,0,DL,10.9,54.5,25.615000000000002,0.0,0.0,Immediate,2855,2578.592,31,1.5,,10.9
4938,9844,CA-2014-163867,2014-03-06,2014-06-06,First Class,RE-19450,Consumer,United States,Decatur,Illinois,62521,Central,OFF-LA-10001771,Office Supplies,Labels,Avery 513,15.936,4,0.2,5.1792,2014,92,RE,19.919999999999998,63.744,20.7168,3.984,15.936,Standard,3057,2057.444,32,0.4,31+ Days,15.935999999999998
4939,9847,CA-2017-169327,2017-02-09,2017-04-09,Second Class,MH-17290,Home Office,United States,Los Angeles,California,90008,West,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",43.1,5,0.0,11.206,2017,59,MH,43.1,215.5,56.03,0.0,0.0,Standard,2812,7506.431,32,0.75,31+ Days,43.1
4940,9850,CA-2014-142979,2014-12-04,2014-12-04,Standard Class,EH-13765,Corporate,United States,Lodi,California,95240,West,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,39.68,2,0.0,16.2688,2014,0,EH,39.68,79.36,32.5376,0.0,0.0,Immediate,2890,7157.487999999999,43,0.8,,39.68
4941,9851,CA-2016-158155,2016-02-05,2016-06-05,Standard Class,EH-13765,Corporate,United States,New York City,New York,10009,East,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,12.56,2,0.0,4.0192,2016,121,EH,12.56,25.12,8.0384,0.0,0.0,Standard,2890,7157.487999999999,43,0.8,31+ Days,12.56
4942,9855,CA-2017-138870,2017-06-19,2017-06-23,Standard Class,GA-14515,Consumer,United States,San Francisco,California,94109,West,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",50.32,4,0.0,21.1344,2017,4,GA,50.32,201.28,84.5376,0.0,0.0,Standard,2944,5624.88,29,0.6000000000000001,1-5 Days,50.32
4943,9857,CA-2014-120950,2014-06-11,2014-11-11,Standard Class,GA-14515,Consumer,United States,Columbus,Georgia,31907,South,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",43.68,6,0.0,20.9664,2014,153,GA,43.68,262.08,125.7984,0.0,0.0,Standard,2944,5624.88,29,0.6000000000000001,31+ Days,43.68
4945,9859,CA-2017-113278,2017-01-14,2017-01-20,Standard Class,HR-14770,Home Office,United States,Richmond,Indiana,47374,Central,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",67.4,5,0.0,17.524,2017,6,HR,67.4,337.0,87.62,0.0,0.0,Standard,2768,3847.948,17,0.4,6-30 Days,67.4
4947,9869,CA-2014-114195,2014-01-11,2014-11-03,First Class,EA-14035,Corporate,United States,Mason,Ohio,45040,East,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",68.704,2,0.2,16.3172,2014,296,EA,85.87999999999998,137.408,32.6344,17.176,34.352,Standard,2907,8577.399,52,3.3,31+ Days,68.70399999999998
4948,9872,CA-2017-146269,2017-06-10,2017-06-10,Same Day,MH-17455,Consumer,United States,Chicago,Illinois,60623,Central,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,290.336,2,0.2,32.6628,2017,0,MH,362.92,580.672,65.3256,72.584,145.168,Immediate,2925,9965.822,29,1.2000000000000002,,290.336
4949,9874,CA-2016-100587,2016-10-12,2016-12-14,Standard Class,SL-20155,Home Office,United States,New York City,New York,10024,East,OFF-PA-10004609,Office Supplies,Paper,Xerox 221,6.48,1,0.0,3.1104,2016,63,SL,6.48,6.48,3.1104,0.0,0.0,Standard,2825,17933.298000000003,26,1.4,31+ Days,6.48
4950,9875,CA-2016-166653,2016-09-22,2016-09-24,Second Class,NP-18685,Home Office,United States,Parma,Ohio,44134,East,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",63.968,2,0.2,19.99,2016,2,NP,79.96,127.936,39.98,15.991999999999999,31.983999999999998,Urgent,3161,2527.962,20,1.0999999999999999,1-5 Days,63.967999999999996
4951,9876,CA-2015-130855,2015-12-29,2016-05-01,Standard Class,RF-19840,Consumer,United States,New York City,New York,10035,East,OFF-SU-10003936,Office Supplies,Supplies,Acme Serrated Blade Letter Opener,6.36,2,0.0,0.0636,2015,124,RF,6.36,12.72,0.1272,0.0,0.0,Standard,2761,3714.478,31,0.8999999999999999,31+ Days,6.36
4953,9880,CA-2016-122581,2016-08-21,2016-08-25,Standard Class,JK-15370,Consumer,United States,New York City,New York,10035,East,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",573.174,7,0.1,63.686,2016,4,JK,636.86,4012.218,445.802,63.68600000000001,445.802,Standard,2799,8195.405999999999,38,0.9,1-5 Days,573.174
4954,9881,CA-2015-104297,2015-05-29,2015-05-31,First Class,CC-12100,Home Office,United States,Cleveland,Ohio,44105,East,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,85.056,3,0.2,28.7064,2015,2,CC,106.32,255.168,86.11919999999999,21.264,63.792,Urgent,3212,919.472,17,0.6000000000000001,1-5 Days,85.056
4955,9882,CA-2014-153927,2014-12-08,2014-12-08,First Class,LL-16840,Consumer,United States,Woodstock,Georgia,30188,South,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,14.04,3,0.0,6.7392,2014,0,LL,14.04,42.12,20.2176,0.0,0.0,Immediate,3004,1375.7099999999998,15,0.0,,14.04
4956,9884,CA-2014-112291,2014-03-04,2014-04-08,Standard Class,KE-16420,Corporate,United States,Los Angeles,California,90008,West,OFF-EN-10001415,Office Supplies,Envelopes,Staple envelope,11.16,2,0.0,5.58,2014,35,KE,11.16,22.32,11.16,0.0,0.0,Standard,2802,2353.64,36,1.8,31+ Days,11.16
4957,9887,CA-2014-146997,2014-01-23,2014-01-27,Standard Class,SG-20605,Consumer,United States,Lafayette,Indiana,47905,Central,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",5.94,3,0.0,0.0,2014,4,SG,5.94,17.82,0.0,0.0,0.0,Standard,2863,4535.578,19,0.4,1-5 Days,5.94
4958,9888,CA-2017-169607,2017-12-10,2017-12-10,First Class,CA-12265,Consumer,United States,New York City,New York,10024,East,OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,9.96,2,0.0,4.6812,2017,0,CA,9.96,19.92,9.3624,0.0,0.0,Immediate,2775,11028.922,34,1.8,,9.96
4959,9889,CA-2015-127544,2015-08-08,2015-12-08,Standard Class,RD-19585,Consumer,United States,Utica,New York,13501,East,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,79.99,1,0.0,28.7964,2015,122,RD,79.99,79.99,28.7964,0.0,0.0,Standard,3053,3969.98,28,0.4,31+ Days,79.99
4960,9890,CA-2017-166499,2017-03-19,2017-03-20,First Class,VG-21805,Corporate,United States,Lakewood,New Jersey,08701,East,OFF-AR-10002467,Office Supplies,Art,Dixon Ticonderoga Pencils,8.94,3,0.0,2.4138,2017,1,VG,8.94,26.82,7.2414000000000005,0.0,0.0,Urgent,3041,1104.164,14,0.4,1-5 Days,8.94
4961,9891,US-2016-115441,2016-07-25,2016-07-28,Second Class,SH-19975,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",20.62,2,0.0,9.6914,2016,3,SH,20.62,41.24,19.3828,0.0,0.0,Urgent,2819,4914.6335,38,2.5500000000000003,1-5 Days,20.62
4962,9896,CA-2014-115049,2014-09-26,2014-10-01,Standard Class,MM-17920,Consumer,United States,Chicago,Illinois,60623,Central,TEC-AC-10004859,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",153.824,11,0.2,38.456,2014,5,MM,192.28,1692.064,423.016,38.456,423.016,Standard,2762,8193.746000000001,53,1.4000000000000001,1-5 Days,153.824
4963,9897,CA-2014-156342,2014-06-17,2014-06-20,Second Class,JF-15415,Consumer,United States,Chicago,Illinois,60653,Central,OFF-PA-10001725,Office Supplies,Paper,Xerox 1892,62.016,2,0.2,22.4808,2014,3,JF,77.52,124.032,44.9616,15.504,31.008,Urgent,2757,2766.518,23,0.4,1-5 Days,62.016
4964,9898,CA-2016-112830,2016-06-06,2016-10-06,Standard Class,LP-17095,Consumer,United States,Fairfield,Ohio,45014,East,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,466.32,3,0.2,34.974,2016,122,LP,582.9,1398.96,104.922,116.58,349.74,Standard,2764,2924.459,22,1.5999999999999999,31+ Days,466.32
4966,9901,CA-2017-117646,2017-08-21,2017-08-25,Standard Class,SC-20845,Consumer,United States,Louisville,Colorado,80027,West,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",237.096,3,0.2,20.7459,2017,4,SC,296.37,711.288,62.2377,59.274,177.822,Standard,2886,795.96,9,0.4,1-5 Days,237.096
4967,9904,CA-2014-122609,2014-12-11,2014-12-11,Standard Class,DP-13000,Consumer,United States,Carrollton,Texas,75007,Central,FUR-FU-10004587,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",25.128,3,0.6,-6.9102,2014,0,DP,62.82,75.384,-20.7306,37.692,113.076,Immediate,2881,4511.592000000001,38,3.0,,25.128
4968,9906,US-2015-129007,2015-09-13,2015-09-15,First Class,KD-16615,Corporate,United States,Anaheim,California,92804,West,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,131.88,7,0.0,55.3896,2015,2,KD,131.88,923.16,387.72720000000004,0.0,0.0,Urgent,3044,3715.4159999999997,26,0.6000000000000001,1-5 Days,131.88
4969,9912,US-2014-157231,2014-05-04,2014-05-04,Standard Class,RP-19855,Corporate,United States,Richmond,Kentucky,40475,South,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,115.36,7,0.0,56.5264,2014,0,RP,115.36,807.52,395.6848,0.0,0.0,Immediate,2972,4139.774,34,0.8999999999999999,,115.36
4970,9913,CA-2015-132388,2015-10-10,2015-12-10,First Class,KN-16390,Corporate,United States,Santa Barbara,California,93101,West,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",362.136,3,0.2,-54.3204,2015,61,KN,452.67,1086.4080000000001,-162.9612,90.534,271.60200000000003,Standard,2803,7119.104,31,2.1,31+ Days,362.136
4971,9915,CA-2017-160927,2017-01-29,2017-01-31,Second Class,TM-21010,Consumer,United States,Marion,Iowa,52302,Central,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,12.96,2,0.0,6.2208,2017,2,TM,12.96,25.92,12.4416,0.0,0.0,Urgent,2858,14889.079999999998,37,0.8,1-5 Days,12.96
4972,9919,CA-2015-105508,2015-09-24,2015-09-29,Standard Class,JF-15190,Consumer,United States,New York City,New York,10035,East,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",39.98,1,0.0,17.991,2015,5,JF,39.98,39.98,17.991,0.0,0.0,Standard,2820,4538.936,29,1.1,1-5 Days,39.98
4974,9922,CA-2014-111360,2014-11-24,2014-11-30,Standard Class,AT-10435,Home Office,United States,Akron,Ohio,44312,East,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,5.742,3,0.7,-4.5936,2014,6,AT,19.139999999999997,17.226,-13.780800000000001,13.397999999999998,40.193999999999996,Standard,2864,200.75,16,1.5999999999999999,6-30 Days,5.741999999999999
4975,9923,US-2017-162124,2017-06-05,2017-10-05,Standard Class,JF-15490,Consumer,United States,Chicago,Illinois,60653,Central,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,191.968,4,0.2,28.7952,2017,122,JF,239.95999999999998,767.872,115.1808,47.992,191.968,Standard,2876,2101.196,25,1.8,31+ Days,191.968
4976,9924,CA-2015-159534,2015-03-20,2015-03-23,First Class,DH-13075,Corporate,United States,New York City,New York,10035,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,49.848,3,0.2,16.8237,2015,3,DH,62.309999999999995,149.54399999999998,50.47109999999999,12.462,37.385999999999996,Urgent,3032,410.526,16,1.2000000000000002,1-5 Days,49.848
4977,9929,CA-2016-129630,2016-04-09,2016-04-09,Same Day,IM-15055,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",24.27,3,0.0,8.7372,2016,0,IM,24.27,72.81,26.211599999999997,0.0,0.0,Immediate,3164,354.89,14,0.2,,24.27
4978,9931,CA-2015-104948,2015-11-13,2015-11-17,Standard Class,KH-16510,Consumer,United States,San Bernardino,California,92404,West,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",9.872,2,0.2,3.4552,2015,4,KH,12.34,19.744,6.9104,2.468,4.936,Standard,2818,1690.804,25,1.2000000000000002,1-5 Days,9.872
4979,9934,CA-2014-166555,2014-11-07,2014-11-07,First Class,JK-15205,Consumer,United States,Niagara Falls,New York,14304,East,TEC-PH-10004912,Technology,Phones,Cisco SPA112 2 Port Phone Adapter,164.85,3,0.0,47.8065,2014,0,JK,164.85,494.54999999999995,143.4195,0.0,0.0,Immediate,2816,1681.4099999999999,20,0.8999999999999999,,164.85
4980,9935,CA-2016-114405,2016-07-04,2016-12-04,Standard Class,AS-10240,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-AP-10003278,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,33.528,3,0.2,2.5146,2016,153,AS,41.91,100.584,7.543800000000001,8.382,25.146,Standard,2947,554.8860000000001,17,0.8,31+ Days,33.528
4981,9937,CA-2017-132955,2017-06-24,2017-06-28,Standard Class,SC-20575,Consumer,United States,Cranston,Rhode Island,02920,East,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,102.93,3,0.0,48.3771,2017,4,SC,102.93,308.79,145.1313,0.0,0.0,Standard,2847,5995.8460000000005,20,1.5,1-5 Days,102.93
4982,9938,CA-2016-164889,2016-03-06,2016-06-06,Second Class,CP-12340,Corporate,United States,Los Angeles,California,90049,West,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,71.088,2,0.2,-1.7772,2016,92,CP,88.85999999999999,142.176,-3.5544,17.772,35.544,Standard,2915,12383.072000000002,30,1.7,31+ Days,71.088
4983,9939,CA-2016-169824,2016-12-12,2016-12-17,Standard Class,NS-18640,Corporate,United States,New York City,New York,10009,East,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,60.35,5,0.0,19.9155,2016,5,NS,60.35,301.75,99.57750000000001,0.0,0.0,Standard,2869,5740.436,60,2.2,1-5 Days,60.35
4986,9945,CA-2015-145415,2015-12-04,2015-12-04,Second Class,RD-19660,Home Office,United States,Seattle,Washington,98103,West,OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite",40.74,3,0.0,0.4074,2015,0,RD,40.74,122.22,1.2222,0.0,0.0,Immediate,2929,11361.455999999998,23,0.4,,40.74
4987,9946,CA-2014-111157,2014-02-03,2014-03-06,Standard Class,NH-18610,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,3.424,1,0.2,1.07,2014,31,NH,4.279999999999999,3.424,1.07,0.8559999999999999,0.8559999999999999,Standard,2903,12916.027999999998,32,0.4,31+ Days,3.4239999999999995
4989,9953,CA-2015-141593,2015-12-14,2015-12-16,Second Class,DB-12970,Corporate,United States,Los Angeles,California,90045,West,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,55.264,2,0.2,20.724,2015,2,DB,69.08,110.528,41.448,13.816,27.632,Urgent,3055,1386.12,9,0.9000000000000001,1-5 Days,55.263999999999996
4990,9957,US-2014-143287,2014-11-11,2014-11-17,Standard Class,KN-16705,Home Office,United States,New Rochelle,New York,10801,East,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",46.35,5,0.0,21.7845,2014,6,KN,46.35,231.75,108.92250000000001,0.0,0.0,Standard,2809,1903.6460000000002,26,0.8,6-30 Days,46.35
4991,9960,CA-2017-137421,2017-06-10,2017-11-10,Standard Class,AJ-10945,Consumer,United States,Chandler,Arizona,85224,West,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,9.344,2,0.2,1.8688,2017,153,AJ,11.679999999999998,18.688,3.7376,2.336,4.672,Standard,2876,7330.081999999999,25,0.4,31+ Days,9.343999999999998
4992,9961,CA-2017-141446,2017-09-16,2017-09-18,Second Class,CL-12700,Home Office,United States,Florence,Kentucky,41042,South,TEC-AC-10002305,Technology,Accessories,KeyTronic�E03601U1 -�Keyboard�- Beige,18.0,1,0.0,3.24,2017,2,CL,18.0,18.0,3.24,0.0,0.0,Urgent,2860,4174.246,17,0.4,1-5 Days,18.0
4993,9962,CA-2015-168088,2015-03-19,2015-03-22,First Class,CM-12655,Home Office,United States,Houston,Texas,77041,Central,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,65.584,2,0.2,23.7742,2015,3,CM,81.98,131.168,47.5484,16.396,32.792,Urgent,3048,37608.674,29,0.4,1-5 Days,65.584
4994,9964,CA-2015-143700,2015-07-26,2015-07-26,Same Day,AS-10240,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",10.368,2,0.2,3.6288,2015,0,AS,12.959999999999999,20.736,7.2576,2.592,5.184,Immediate,2947,554.8860000000001,17,0.8,,10.367999999999999
4995,9965,CA-2016-146374,2016-05-12,2016-10-12,Second Class,HE-14800,Corporate,United States,Newark,Delaware,19711,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,13.4,1,0.0,6.432,2016,153,HE,13.4,13.4,6.432,0.0,0.0,Standard,2767,1474.878,14,0.2,31+ Days,13.4
4996,9968,CA-2017-153871,2017-11-12,2017-12-17,Standard Class,RB-19435,Consumer,United States,Plainfield,New Jersey,07060,East,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",40.2,5,0.0,18.09,2017,35,RB,40.2,201.0,90.45,0.0,0.0,Standard,2796,5478.754,39,1.7,31+ Days,40.2
4997,9971,CA-2015-103772,2015-06-28,2015-06-28,Standard Class,MP-17470,Home Office,United States,Smyrna,Georgia,30080,South,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,119.56,2,0.0,54.9976,2015,0,MP,119.56,239.12,109.9952,0.0,0.0,Immediate,3179,8759.108,36,1.0,,119.56
4998,9973,CA-2016-130225,2016-11-09,2016-11-09,Standard Class,RC-19960,Consumer,United States,Houston,Texas,77041,Central,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,99.568,2,0.2,33.6042,2016,0,RC,124.46,199.136,67.2084,24.892,49.784,Immediate,2806,1474.0859999999998,30,0.8,,99.568
4999,9974,US-2016-103674,2016-06-12,2016-10-12,Standard Class,AP-10720,Home Office,United States,Los Angeles,California,90032,West,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,271.96,5,0.2,27.196,2016,122,AP,339.94999999999993,1359.8,135.98000000000002,67.99,339.95,Standard,2796,2582.1499999999996,26,1.0,31+ Days,271.9599999999999
